0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,3,0,20,1|
0.491922,0,0.0895148,0,0,0.5,0,0,-0.0895148,0,0.491922,0,3,0,20,1|
0.491922,0,0.0895148,0,0,0.5,0,0,-0.0895148,0,0.491922,0,2.93113,0,19.9875,1|
0.491922,0,0.0895148,0,0,0.5,0,0,-0.0895148,0,0.491922,0,2.84259,0,19.9713,1|
0.491922,0,0.0895148,0,0,0.5,0,0,-0.0895148,0,0.491922,0,2.70485,0,19.9463,1|
0.491922,0,0.0895148,0,0,0.5,0,0,-0.0895148,0,0.491922,0,2.50808,0,19.9104,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,2.38811,0,19.9129,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,2.28813,0,19.9149,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,2.09816,0,19.9187,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,1.75823,0,19.9255,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,1.16835,0,19.9373,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,0.308521,0,19.9545,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,-0.531311,0,19.9713,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,-0.731271,0,19.9753,1|
0.4999,0,-0.00999935,0,0,0.5,0,0,0.00999935,0,0.4999,0,-0.981222,0,19.9803,1|
0.438792,0,-0.239713,0,0,0.5,0,0,0.239713,0,0.438792,0,-0.981222,0,19.9803,1|
0.318576,0,-0.38537,0,0,0.5,0,0,0.38537,0,0.318576,0,-1.11502,0,20.1422,1|
0.244437,0,-0.436179,0,0,0.5,0,0,0.436179,0,0.244437,0,-1.2552,0,20.3118,1|
0.143358,0,-0.479009,0,0,0.5,0,0,0.479009,0,0.143358,0,-1.4703,0,20.6956,1|
0.143358,0,-0.479009,0,0,0.5,0,0,0.479009,0,0.143358,0,-1.56205,0,21.0022,1|
0.143358,0,-0.479009,0,0,0.5,0,0,0.479009,0,0.143358,0,-1.72261,0,21.5387,1|
0.0153959,0,-0.499764,0,0,0.5,0,0,0.499764,0,0.0153959,0,-1.72261,0,21.5387,1|
0.0153959,0,-0.499764,0,0,0.5,0,0,0.499764,0,0.0153959,0,-1.7497,0,22.4182,1|
0.0153959,0,-0.499764,0,0,0.5,0,0,0.499764,0,0.0153959,0,-1.75186,0,22.4882,1|
0.0153959,0,-0.499764,0,0,0.5,0,0,0.499764,0,0.0153959,0,-1.78327,0,23.5076,1|
-0.19894,0,-0.45872,0,0,0.5,0,0,0.45872,0,-0.19894,0,-1.78327,0,23.5076,1|
-0.464038,0,-0.1862,0,0,0.5,0,0,0.1862,0,-0.464038,0,-1.50413,0,23.7792,1|
-0.487776,0,-0.109892,0,0,0.5,0,0,0.109892,0,-0.487776,0,-1.04562,0,23.8825,1|
-0.487776,0,-0.109892,0,0,0.5,0,0,0.109892,0,-0.487776,0,0.525019,0,24.2362,1|
-0.487776,0,-0.109892,0,0,0.5,0,0,0.109892,0,-0.487776,0,1.89079,0,24.5438,1|
-0.487776,0,-0.109892,0,0,0.5,0,0,0.109892,0,-0.487776,0,2.42735,0,24.6647,1|
-0.488124,0,0.108338,0,0,0.5,0,0,-0.108338,0,-0.488124,0,2.78856,0,24.5845,1|
-0.395486,0,0.30593,0,0,0.5,0,0,-0.30593,0,-0.395486,0,3.03376,0,24.3948,1|
